DATA_ACTUAL_DATE;DATA_ACTUAL_END_DATE;CURRENCY_RK;REDUCED_COURCE;CODE_ISO_NUM
2016-07-01;2050-12-31;38;31.8884;974
2018-01-31;2018-01-31;427870281;28.3798;933
2018-01-31;2018-01-31;29;7.11613;752
2018-01-31;2018-01-31;529511970;33.0543;944
2018-01-31;2018-01-31;62;8.87555;156
2018-01-31;2018-01-31;205699733;2.74512;203
2018-01-31;2018-01-31;205699734;.224063;348
2018-01-31;2018-01-31;409611215;6.37718;972
2018-01-31;2018-01-31;55;.0524955;410
2018-01-31;2018-01-31;57;.822974;417
2018-01-31;2018-01-31;58;35.542;100
2018-01-31;2018-01-31;59;7.19949;344
2018-01-31;2018-01-31;42;45.499;124
2018-01-31;2018-01-31;43;9.34034;208
2018-01-31;2018-01-31;44;69.5424;978
2018-01-31;2018-01-31;50;.882968;356
2018-01-31;2018-01-31;37;.517551;392
2018-01-31;2018-01-31;39;45.3371;036
2018-01-31;2018-01-31;40;7.27223;578
2018-01-31;2018-01-31;41;2.01041;980
2018-01-31;2018-01-31;30;60.0762;756
2018-01-31;2018-01-31;31;78.8417;826
2018-01-31;2018-01-31;35;56.2914;840
2018-01-31;2018-01-31;36;16.7534;985
2018-01-31;2018-01-31;21;14.8467;949
2018-01-31;2018-01-31;25;17.842;986
2018-01-31;2018-01-31;28;.174425;398
2018-01-31;2018-01-31;529511969;.117274;051
2018-01-30;2018-01-30;427870281;28.4182;933
2018-01-30;2018-01-30;29;7.14142;752
2018-01-30;2018-01-30;529511970;33.0539;944
2018-01-30;2018-01-30;62;8.89692;156
2018-01-30;2018-01-30;205699733;2.7551;203
2018-01-30;2018-01-30;205699734;.225542;348
2018-01-30;2018-01-30;409611215;6.38196;972
2018-01-30;2018-01-30;55;.0526451;410
2018-01-30;2018-01-30;57;.824774;417
2018-01-30;2018-01-30;58;35.6949;100
2018-01-30;2018-01-30;59;7.19932;344
2018-01-30;2018-01-30;42;45.5759;124
2018-01-30;2018-01-30;43;9.37883;208
2018-01-30;2018-01-30;44;69.8513;978
2018-01-30;2018-01-30;50;.885702;356
2018-01-30;2018-01-30;37;.516595;392
2018-01-30;2018-01-30;39;45.5055;036
2018-01-30;2018-01-30;40;7.30869;578
2018-01-30;2018-01-30;41;1.99224;980
2018-01-30;2018-01-30;30;60.0179;756
2018-01-30;2018-01-30;31;79.522;826
2018-01-30;2018-01-30;35;56.2908;840
2018-01-30;2018-01-30;36;16.8339;985
2018-01-30;2018-01-30;21;14.8878;949
2018-01-30;2018-01-30;25;17.8508;986
2018-01-30;2018-01-30;28;.174626;398
2018-01-30;2018-01-30;529511969;.117248;051
2018-01-27;2018-01-29;427870281;28.3395;933
2018-01-27;2018-01-29;29;7.08973;752
2018-01-27;2018-01-29;529511970;32.7826;944
2018-01-27;2018-01-29;62;8.83381;156
2018-01-27;2018-01-29;205699733;2.74383;203
2018-01-27;2018-01-29;205699734;.224745;348
2018-01-27;2018-01-29;409611215;6.3298;972
2018-01-27;2018-01-29;55;.0524722;410
2018-01-27;2018-01-29;57;.817166;417
2018-01-27;2018-01-29;58;35.5733;100
2018-01-27;2018-01-29;59;7.14005;344
2018-01-27;2018-01-29;42;45.3266;124
2018-01-27;2018-01-29;43;9.34655;208
2018-01-27;2018-01-29;44;69.6073;978
2018-01-27;2018-01-29;50;.878502;356
2018-01-27;2018-01-29;37;.512308;392
2018-01-27;2018-01-29;39;45.1488;036
2018-01-27;2018-01-29;40;7.26559;578
2018-01-27;2018-01-29;41;1.95479;980
2018-01-27;2018-01-29;30;59.6844;756
2018-01-27;2018-01-29;31;79.4555;826
2018-01-27;2018-01-29;35;55.8288;840
2018-01-27;2018-01-29;36;16.8012;985
2018-01-27;2018-01-29;21;14.9391;949
2018-01-27;2018-01-29;25;17.7319;986
2018-01-27;2018-01-29;28;.174193;398
2018-01-27;2018-01-29;529511969;.116165;051
2018-01-27;2018-01-29;427870281;28.3395;933
2018-01-27;2018-01-29;29;7.08973;752
2018-01-27;2018-01-29;529511970;32.7826;944
2018-01-27;2018-01-29;62;8.83381;156
2018-01-27;2018-01-29;205699733;2.74383;203
2018-01-27;2018-01-29;205699734;.224745;348
2018-01-27;2018-01-29;409611215;6.3298;972
2018-01-27;2018-01-29;55;.0524722;410
2018-01-27;2018-01-29;57;.817166;417
2018-01-27;2018-01-29;58;35.5733;100
2018-01-27;2018-01-29;59;7.14005;344
2018-01-27;2018-01-29;42;45.3266;124
2018-01-27;2018-01-29;43;9.34655;208
2018-01-27;2018-01-29;44;69.6073;978
2018-01-27;2018-01-29;50;.878502;356
2018-01-27;2018-01-29;37;.512308;392
2018-01-27;2018-01-29;39;45.1488;036
2018-01-27;2018-01-29;40;7.26559;578
2018-01-27;2018-01-29;41;1.95479;980
2018-01-27;2018-01-29;30;59.6844;756
2018-01-27;2018-01-29;31;79.4555;826
2018-01-27;2018-01-29;35;55.8288;840
2018-01-27;2018-01-29;36;16.8012;985
2018-01-27;2018-01-29;21;14.9391;949
2018-01-27;2018-01-29;25;17.7319;986
2018-01-27;2018-01-29;28;.174193;398
2018-01-27;2018-01-29;529511969;.116165;051
2018-01-27;2018-01-29;427870281;28.3395;933
2018-01-27;2018-01-29;29;7.08973;752
2018-01-27;2018-01-29;529511970;32.7826;944
2018-01-27;2018-01-29;62;8.83381;156
2018-01-27;2018-01-29;205699733;2.74383;203
2018-01-27;2018-01-29;205699734;.224745;348
2018-01-27;2018-01-29;409611215;6.3298;972
2018-01-27;2018-01-29;55;.0524722;410
2018-01-27;2018-01-29;57;.817166;417
2018-01-27;2018-01-29;58;35.5733;100
2018-01-27;2018-01-29;59;7.14005;344
2018-01-27;2018-01-29;42;45.3266;124
2018-01-27;2018-01-29;43;9.34655;208
2018-01-27;2018-01-29;44;69.6073;978
2018-01-27;2018-01-29;50;.878502;356
2018-01-27;2018-01-29;37;.512308;392
2018-01-27;2018-01-29;39;45.1488;036
2018-01-27;2018-01-29;40;7.26559;578
2018-01-27;2018-01-29;41;1.95479;980
2018-01-27;2018-01-29;30;59.6844;756
2018-01-27;2018-01-29;31;79.4555;826
2018-01-27;2018-01-29;35;55.8288;840
2018-01-27;2018-01-29;36;16.8012;985
2018-01-27;2018-01-29;21;14.9391;949
2018-01-27;2018-01-29;25;17.7319;986
2018-01-27;2018-01-29;28;.174193;398
2018-01-27;2018-01-29;529511969;.116165;051
2018-01-26;2018-01-26;427870281;28.3471;933
2018-01-26;2018-01-26;29;7.06707;752
2018-01-26;2018-01-26;529511970;32.8413;944
2018-01-26;2018-01-26;62;8.8344;156
2018-01-26;2018-01-26;205699733;2.73277;203
2018-01-26;2018-01-26;205699734;.224226;348
2018-01-26;2018-01-26;409611215;6.34473;972
2018-01-26;2018-01-26;55;.0526805;410
2018-01-26;2018-01-26;57;.816717;417
2018-01-26;2018-01-26;58;35.4676;100
2018-01-26;2018-01-26;59;7.15458;344
2018-01-26;2018-01-26;42;45.3894;124
2018-01-26;2018-01-26;43;9.31789;208
2018-01-26;2018-01-26;44;69.458;978
2018-01-26;2018-01-26;50;.879107;356
2018-01-26;2018-01-26;37;.512521;392
2018-01-26;2018-01-26;39;45.1681;036
2018-01-26;2018-01-26;40;7.2323;578
2018-01-26;2018-01-26;41;1.94526;980
2018-01-26;2018-01-26;30;59.3409;756
2018-01-26;2018-01-26;31;79.7097;826
2018-01-26;2018-01-26;35;55.9288;840
2018-01-26;2018-01-26;36;16.7211;985
2018-01-26;2018-01-26;21;14.9255;949
2018-01-26;2018-01-26;25;17.7749;986
2018-01-26;2018-01-26;28;.174799;398
2018-01-26;2018-01-26;529511969;.116397;051
2018-01-25;2018-01-25;427870281;28.4792;933
2018-01-25;2018-01-25;29;7.05689;752
2018-01-25;2018-01-25;529511970;33.1115;944
2018-01-25;2018-01-25;62;8.8273;156
2018-01-25;2018-01-25;205699733;2.73812;203
2018-01-25;2018-01-25;205699734;.224634;348
2018-01-25;2018-01-25;409611215;6.38981;972
2018-01-25;2018-01-25;55;.0527481;410
2018-01-25;2018-01-25;57;.824398;417
2018-01-25;2018-01-25;58;35.5093;100
2018-01-25;2018-01-25;59;7.21195;344
2018-01-25;2018-01-25;42;45.4675;124
2018-01-25;2018-01-25;43;9.33157;208
2018-01-25;2018-01-25;44;69.4484;978
2018-01-25;2018-01-25;50;.885433;356
2018-01-25;2018-01-25;37;.513255;392
2018-01-25;2018-01-25;39;45.2577;036
2018-01-25;2018-01-25;40;7.2247;578
2018-01-25;2018-01-25;41;1.95269;980
2018-01-25;2018-01-25;30;59.1822;756
2018-01-25;2018-01-25;31;79.2037;826
2018-01-25;2018-01-25;35;56.3888;840
2018-01-25;2018-01-25;36;16.6584;985
2018-01-25;2018-01-25;21;15.033;949
2018-01-25;2018-01-25;25;17.4201;986
2018-01-25;2018-01-25;28;.175877;398
2018-01-25;2018-01-25;529511969;.117354;051
2018-01-24;2018-01-24;427870281;28.5195;933
2018-01-24;2018-01-24;29;7.0167;752
2018-01-24;2018-01-24;529511970;33.1248;944
2018-01-24;2018-01-24;62;8.81003;156
2018-01-24;2018-01-24;205699733;2.71496;203
2018-01-24;2018-01-24;205699734;.222662;348
2018-01-24;2018-01-24;409611215;6.39949;972
2018-01-24;2018-01-24;55;.0525012;410
2018-01-24;2018-01-24;57;.821128;417
2018-01-24;2018-01-24;58;35.2903;100
2018-01-24;2018-01-24;59;7.21596;344
2018-01-24;2018-01-24;42;45.1689;124
2018-01-24;2018-01-24;43;9.27135;208
2018-01-24;2018-01-24;44;69.0702;978
2018-01-24;2018-01-24;50;.883846;356
2018-01-24;2018-01-24;37;.508418;392
2018-01-24;2018-01-24;39;44.9261;036
2018-01-24;2018-01-24;40;7.16455;578
2018-01-24;2018-01-24;41;1.95179;980
2018-01-24;2018-01-24;30;58.585;756
2018-01-24;2018-01-24;31;78.694;826
2018-01-24;2018-01-24;35;56.4115;840
2018-01-24;2018-01-24;36;16.5386;985
2018-01-24;2018-01-24;21;14.8545;949
2018-01-24;2018-01-24;25;17.617;986
2018-01-24;2018-01-24;28;.174654;398
2018-01-24;2018-01-24;529511969;.117328;051
2018-01-23;2018-01-23;427870281;28.6352;933
2018-01-23;2018-01-23;29;7.05287;752
2018-01-23;2018-01-23;529511970;33.2508;944
2018-01-23;2018-01-23;62;8.84424;156
2018-01-23;2018-01-23;205699733;2.73075;203
2018-01-23;2018-01-23;205699734;.224186;348
2018-01-23;2018-01-23;409611215;6.41823;972
2018-01-23;2018-01-23;55;.052906;410
2018-01-23;2018-01-23;57;.821859;417
2018-01-23;2018-01-23;58;35.4334;100
2018-01-23;2018-01-23;59;7.24304;344
2018-01-23;2018-01-23;42;45.3953;124
2018-01-23;2018-01-23;43;9.31274;208
2018-01-23;2018-01-23;44;69.265;978
2018-01-23;2018-01-23;50;.887904;356
2018-01-23;2018-01-23;37;.510835;392
2018-01-23;2018-01-23;39;45.2839;036
2018-01-23;2018-01-23;40;7.22014;578
2018-01-23;2018-01-23;41;1.96193;980
2018-01-23;2018-01-23;30;58.9303;756
2018-01-23;2018-01-23;31;78.665;826
2018-01-23;2018-01-23;35;56.6261;840
2018-01-23;2018-01-23;36;16.62;985
2018-01-23;2018-01-23;21;14.8637;949
2018-01-23;2018-01-23;25;17.7134;986
2018-01-23;2018-01-23;28;.174705;398
2018-01-23;2018-01-23;529511969;.117604;051
2018-01-20;2018-01-22;427870281;28.6339;933
2018-01-20;2018-01-22;529511969;.117308;051
2018-01-20;2018-01-22;529511970;33.2291;944
2018-01-20;2018-01-22;62;8.83682;156
2018-01-20;2018-01-22;205699733;2.7355;203
2018-01-20;2018-01-22;205699734;.224949;348
2018-01-20;2018-01-22;409611215;6.41601;972
2018-01-20;2018-01-22;55;.053097;410
2018-01-20;2018-01-22;57;.818354;417
2018-01-20;2018-01-22;58;35.5237;100
2018-01-20;2018-01-22;59;7.23925;344
2018-01-20;2018-01-22;42;45.5703;124
2018-01-20;2018-01-22;43;9.33015;208
2018-01-20;2018-01-22;44;69.3953;978
2018-01-20;2018-01-22;50;.888092;356
2018-01-20;2018-01-22;37;.511726;392
2018-01-20;2018-01-22;39;45.4242;036
2018-01-20;2018-01-22;40;7.22326;578
2018-01-20;2018-01-22;41;1.9598;980
2018-01-20;2018-01-22;30;59.293;756
2018-01-20;2018-01-22;31;78.8231;826
2018-01-20;2018-01-22;35;56.5892;840
2018-01-20;2018-01-22;36;16.6748;985
2018-01-20;2018-01-22;21;14.979;949
2018-01-20;2018-01-22;25;17.6483;986
2018-01-20;2018-01-22;28;.174362;398
2018-01-20;2018-01-22;29;7.07029;752
2018-01-20;2018-01-22;427870281;28.6339;933
2018-01-20;2018-01-22;529511969;.117308;051
2018-01-20;2018-01-22;529511970;33.2291;944
2018-01-20;2018-01-22;62;8.83682;156
2018-01-20;2018-01-22;205699733;2.7355;203
2018-01-20;2018-01-22;205699734;.224949;348
2018-01-20;2018-01-22;409611215;6.41601;972
2018-01-20;2018-01-22;55;.053097;410
2018-01-20;2018-01-22;57;.818354;417
2018-01-20;2018-01-22;58;35.5237;100
2018-01-20;2018-01-22;59;7.23925;344
2018-01-20;2018-01-22;42;45.5703;124
2018-01-20;2018-01-22;43;9.33015;208
2018-01-20;2018-01-22;44;69.3953;978
2018-01-20;2018-01-22;50;.888092;356
2018-01-20;2018-01-22;37;.511726;392
2018-01-20;2018-01-22;39;45.4242;036
2018-01-20;2018-01-22;40;7.22326;578
2018-01-20;2018-01-22;41;1.9598;980
2018-01-20;2018-01-22;30;59.293;756
2018-01-20;2018-01-22;31;78.8231;826
2018-01-20;2018-01-22;35;56.5892;840
2018-01-20;2018-01-22;36;16.6748;985
2018-01-20;2018-01-22;21;14.979;949
2018-01-20;2018-01-22;25;17.6483;986
2018-01-20;2018-01-22;28;.174362;398
2018-01-20;2018-01-22;29;7.07029;752
2018-01-20;2018-01-22;427870281;28.6339;933
2018-01-20;2018-01-22;529511969;.117308;051
2018-01-20;2018-01-22;529511970;33.2291;944
2018-01-20;2018-01-22;62;8.83682;156
2018-01-20;2018-01-22;205699733;2.7355;203
2018-01-20;2018-01-22;205699734;.224949;348
2018-01-20;2018-01-22;409611215;6.41601;972
2018-01-20;2018-01-22;55;.053097;410
2018-01-20;2018-01-22;57;.818354;417
2018-01-20;2018-01-22;58;35.5237;100
2018-01-20;2018-01-22;59;7.23925;344
2018-01-20;2018-01-22;42;45.5703;124
2018-01-20;2018-01-22;43;9.33015;208
2018-01-20;2018-01-22;44;69.3953;978
2018-01-20;2018-01-22;50;.888092;356
2018-01-20;2018-01-22;37;.511726;392
2018-01-20;2018-01-22;39;45.4242;036
2018-01-20;2018-01-22;40;7.22326;578
2018-01-20;2018-01-22;41;1.9598;980
2018-01-20;2018-01-22;30;59.293;756
2018-01-20;2018-01-22;31;78.8231;826
2018-01-20;2018-01-22;35;56.5892;840
2018-01-20;2018-01-22;36;16.6748;985
2018-01-20;2018-01-22;21;14.979;949
2018-01-20;2018-01-22;25;17.6483;986
2018-01-20;2018-01-22;28;.174362;398
2018-01-20;2018-01-22;29;7.07029;752
2018-01-19;2018-01-19;427870281;28.5225;933
2018-01-19;2018-01-19;29;7.06441;752
2018-01-19;2018-01-19;529511970;33.3292;944
2018-01-19;2018-01-19;62;8.83488;156
2018-01-19;2018-01-19;205699733;2.72713;203
2018-01-19;2018-01-19;205699734;.224573;348
2018-01-19;2018-01-19;409611215;6.43075;972
2018-01-19;2018-01-19;55;.0530673;410
2018-01-19;2018-01-19;57;.817863;417
2018-01-19;2018-01-19;58;35.4261;100
2018-01-19;2018-01-19;59;7.25911;344
2018-01-19;2018-01-19;42;45.6525;124
2018-01-19;2018-01-19;43;9.30685;208
2018-01-19;2018-01-19;44;69.2582;978
2018-01-19;2018-01-19;50;.889163;356
2018-01-19;2018-01-19;37;.510406;392
2018-01-19;2018-01-19;39;45.2999;036
2018-01-19;2018-01-19;40;7.2128;578
2018-01-19;2018-01-19;41;1.97254;980
2018-01-19;2018-01-19;30;58.8916;756
2018-01-19;2018-01-19;31;78.5497;826
2018-01-19;2018-01-19;35;56.7597;840
2018-01-19;2018-01-19;36;16.6226;985
2018-01-19;2018-01-19;21;14.9399;949
2018-01-19;2018-01-19;25;17.6065;986
2018-01-19;2018-01-19;28;.17475;398
2018-01-19;2018-01-19;529511969;.117564;051
2018-01-18;2018-01-18;427870281;28.3601;933
2018-01-18;2018-01-18;29;7.04001;752
2018-01-18;2018-01-18;529511970;33.2311;944
2018-01-18;2018-01-18;62;8.7979;156
2018-01-18;2018-01-18;205699733;2.72184;203
2018-01-18;2018-01-18;205699734;.224164;348
2018-01-18;2018-01-18;409611215;6.42002;972
2018-01-18;2018-01-18;55;.0529664;410
2018-01-18;2018-01-18;57;.814867;417
2018-01-18;2018-01-18;58;35.4079;100
2018-01-18;2018-01-18;59;7.23736;344
2018-01-18;2018-01-18;42;45.4631;124
2018-01-18;2018-01-18;43;9.29773;208
2018-01-18;2018-01-18;44;69.173;978
2018-01-18;2018-01-18;50;.885468;356
2018-01-18;2018-01-18;37;.51097;392
2018-01-18;2018-01-18;39;45.0872;036
2018-01-18;2018-01-18;40;7.19366;578
2018-01-18;2018-01-18;41;1.97531;980
2018-01-18;2018-01-18;30;58.8218;756
2018-01-18;2018-01-18;31;77.9562;826
2018-01-18;2018-01-18;35;56.5925;840
2018-01-18;2018-01-18;36;16.6038;985
2018-01-18;2018-01-18;21;14.8315;949
2018-01-18;2018-01-18;25;17.5519;986
2018-01-18;2018-01-18;28;.173233;398
2018-01-18;2018-01-18;529511969;.117144;051
2018-01-17;2018-01-17;427870281;28.2716;933
2018-01-17;2018-01-17;29;7.03476;752
2018-01-17;2018-01-17;529511970;33.1109;944
2018-01-17;2018-01-17;62;8.76131;156
2018-01-17;2018-01-17;205699733;2.70666;203
2018-01-17;2018-01-17;205699734;.223788;348
2018-01-17;2018-01-17;409611215;6.391;972
2018-01-17;2018-01-17;55;.0530152;410
2018-01-17;2018-01-17;57;.812153;417
2018-01-17;2018-01-17;58;35.3307;100
2018-01-17;2018-01-17;59;7.20638;344
2018-01-17;2018-01-17;42;45.3825;124
2018-01-17;2018-01-17;43;9.2769;208
2018-01-17;2018-01-17;44;69.0243;978
2018-01-17;2018-01-17;50;.882887;356
2018-01-17;2018-01-17;37;.509306;392
2018-01-17;2018-01-17;39;44.9298;036
2018-01-17;2018-01-17;40;7.16227;578
2018-01-17;2018-01-17;41;1.96747;980
2018-01-17;2018-01-17;30;58.53;756
2018-01-17;2018-01-17;31;77.7588;826
2018-01-17;2018-01-17;35;56.3878;840
2018-01-17;2018-01-17;36;16.5627;985
2018-01-17;2018-01-17;21;14.7747;949
2018-01-17;2018-01-17;25;17.5319;986
2018-01-17;2018-01-17;28;.172098;398
2018-01-17;2018-01-17;529511969;.116672;051
2018-01-16;2018-01-16;427870281;28.2774;933
2018-01-16;2018-01-16;29;6.99408;752
2018-01-16;2018-01-16;529511970;33.0927;944
2018-01-16;2018-01-16;62;8.74931;156
2018-01-16;2018-01-16;205699733;2.69573;203
2018-01-16;2018-01-16;205699734;.222649;348
2018-01-16;2018-01-16;409611215;6.38605;972
2018-01-16;2018-01-16;55;.0530006;410
2018-01-16;2018-01-16;57;.812176;417
2018-01-16;2018-01-16;58;35.1879;100
2018-01-16;2018-01-16;59;7.20244;344
2018-01-16;2018-01-16;42;45.2884;124
2018-01-16;2018-01-16;43;9.23959;208
2018-01-16;2018-01-16;44;68.8174;978
2018-01-16;2018-01-16;50;.88821;356
2018-01-16;2018-01-16;37;.509073;392
2018-01-16;2018-01-16;39;44.7925;036
2018-01-16;2018-01-16;40;7.11775;578
2018-01-16;2018-01-16;41;1.97328;980
2018-01-16;2018-01-16;30;58.3465;756
2018-01-16;2018-01-16;31;77.5076;826
2018-01-16;2018-01-16;35;56.3569;840
2018-01-16;2018-01-16;36;16.5071;985
2018-01-16;2018-01-16;21;14.9993;949
2018-01-16;2018-01-16;25;17.578;986
2018-01-16;2018-01-16;28;.170983;398
2018-01-16;2018-01-16;529511969;.116729;051
2018-01-13;2018-01-15;427870281;28.2614;933
2018-01-13;2018-01-15;29;6.97575;752
2018-01-13;2018-01-15;529511970;33.2366;944
2018-01-13;2018-01-15;62;8.75134;156
2018-01-13;2018-01-15;205699733;2.67881;203
2018-01-13;2018-01-15;205699734;.221239;348
2018-01-13;2018-01-15;409611215;6.42109;972
2018-01-13;2018-01-15;55;.0532123;410
2018-01-13;2018-01-15;57;.815296;417
2018-01-13;2018-01-15;58;34.9351;100
2018-01-13;2018-01-15;59;7.23504;344
